player_id,Position,x_star,x_star_sd,Player_Name,Position_Code,Team,points,goals,assists,gamesPlayed,Points_per_60,x_star_rank,pts60_rank,rank_divergence
8481580,forwards,0.13788177,0.27103117,Connor McMichael,L,STL,46,14,32,78,2.0937642239417387,240,152,88
8481532,forwards,0.13753735,0.27924815,Alex Turcotte,C,LAK,14,3,11,62,1.2486992715920917,241,312,-71
8475794,forwards,0.13638061,0.2847088,Tyler Seguin,C,DAL,17,7,10,27,2.2666666666666666,242,130,112
8479992,forwards,0.13288431,0.29020286,Michael Rasmussen,C,DET,14,6,8,64,1.0375494071146245,243,340,-97
8482720,forwards,0.13109975,0.2756745,Matthew Knies,L,TOR,66,23,43,79,2.666307568004309,244,78,166
8485395,forwards,0.12987983,0.29422358,James Hagens,C,BOS,1,0,1,2,2.435723951285521,245,106,139
8476448,forwards,0.12916918,0.25114545,William Karlsson,C,VGK,7,4,3,14,1.8518518518518519,246,195,51
8481554,forwards,0.12377227,0.27185482,Kaapo Kakko,R,SEA,40,13,27,65,2.591093117408907,247,86,161
8478401,forwards,0.101075575,0.27261883,Pavel Zacha,C,BOS,65,30,35,78,2.952755905511811,248,46,202
8478891,forwards,0.07508177,0.27699327,Mason Appleton,C,DET,14,6,8,65,0.956084605899649,249,346,-97
8478173,forwards,0.07405155,0.25454888,Hayden Hodgson,R,OTT,0,0,0,10,0.0,250,388,-138
8484938,forwards,0.07230345,0.32473743,Arttu Hyry,R,DAL,5,3,2,20,1.2482662968099862,251,313,-62
8480459,forwards,0.06734981,0.30716032,Pius Suter,C,STL,29,13,16,64,1.7099056603773584,252,225,27
8476479,forwards,0.0649344,0.2865398,Phillip Danault,C,MTL,17,6,11,75,0.8690095846645367,253,356,-103
8479343,forwards,0.06170266,0.3821971,Clayton Keller,R,UTA,88,26,62,82,3.347846303419707,254,25,229
8480014,forwards,0.056393117,0.28619516,Gabriel Vilardi,C,WPG,69,30,39,82,2.6950785522090093,255,71,184
8482077,forwards,0.055045836,0.2665131,Dylan Holloway,L,STL,51,22,29,59,2.841885302995124,256,56,200
8475848,forwards,0.046923812,0.30425283,Brendan Gallagher,R,VAN,23,7,16,77,1.479126100859251,257,263,-6
8482097,forwards,0.043701116,0.28198358,Jack Quinn,R,BUF,51,20,31,82,2.3693379790940767,258,116,142
8482074,forwards,0.035949945,0.26924422,Connor Zary,C,CGY,25,12,13,74,1.4109236847055873,259,283,-24
8475842,forwards,0.028271254,0.28953922,Sam Carrick,C,BUF,16,9,7,73,1.2624657534246575,260,309,-49
8477956,forwards,0.0142950155,0.26528168,David Pastrnak,R,BOS,100,29,71,77,3.7704231252618348,261,9,252
8483444,forwards,0.0035310118,0.25550035,Nathan Gaucher,C,ANA,0,0,0,3,0.0,262,388,-126
8481618,forwards,0.00024643634,0.25362659,Alex Newhook,C,MTL,25,13,12,42,2.329192546583851,263,123,140
8477903,forwards,-0.0024260357,0.27358857,Garnet Hathaway,R,FLA,3,1,2,66,0.2601532013296719,264,384,-120
8476873,forwards,-0.002716463,0.29189256,Mark Jankowski,L,CAR,21,11,10,68,1.6495025309827194,265,235,30
8477429,forwards,-0.013121981,0.2765491,Andrew Copp,C,DET,43,9,34,79,1.97132160048901,266,177,89
8477444,forwards,-0.028688181,0.27389443,Andre Burakovsky,L,OTT,33,11,22,75,1.6081218274111677,267,246,21
8475158,forwards,-0.046849243,0.28348902,Ryan O'Reilly,C,NSH,74,25,49,81,2.6870007262164126,268,73,195
8480289,forwards,-0.064837515,0.2738498,Morgan Barron,C,WPG,23,11,12,65,1.658653846153846,269,231,38
8482768,forwards,-0.065847546,0.2660342,Fedor Svechkov,C,COL,17,4,13,70,1.2059113300492612,270,320,-50
8482703,forwards,-0.06927217,0.27785513,Colton Dach,C,EDM,13,5,8,61,1.1366120218579234,271,328,-57
8477073,forwards,-0.07415649,0.25536606,Kurtis MacDermid,L,OTT,1,0,1,19,0.7518796992481203,272,367,-95
8483424,forwards,-0.07809765,0.25267473,Owen Beck,C,MTL,1,1,0,15,0.4355716878402904,273,381,-108
8481789,forwards,-0.07819772,0.26961362,Tye Kartye,L,NYR,22,8,14,64,1.7259414225941423,274,223,51
8478434,forwards,-0.07990267,0.29117867,Keegan Kolesar,R,VGK,17,6,11,82,1.1040554192524175,275,333,-58
8482460,forwards,-0.08715623,0.25287408,Matt Rempe,C,NYR,1,1,0,26,0.26833631484794274,276,383,-107
8478444,forwards,-0.091453284,0.3329544,Brock Boeser,R,VAN,48,22,26,75,2.015748031496063,277,170,107
8482110,forwards,-0.10566342,0.31061918,Dawson Mercer,C,NJD,42,20,22,82,1.685468408614616,278,226,52
8474586,forwards,-0.11910148,0.27993086,Jordan Eberle,R,SEA,55,26,29,80,2.2317403065825068,279,137,142
8477402,forwards,-0.12621865,0.29554522,Pavel Buchnevich,L,STL,48,20,28,81,1.9826517967781907,280,173,107
8483406,forwards,-0.12691759,0.3079181,Taylor Ward,R,LAK,7,3,4,36,1.2477718360071302,281,314,-33
